"dbms","TABLE_SCHEMA","TABLE_NAME","COLUMN_NAME","ORDINAL_POSITION","DATA_TYPE","CHARACTER_MAXIMUM_LENGTH","CONSTRAINT_TYPE","REFERENCED_TABLE_SCHEMA","REFERENCED_TABLE_NAME","REFERENCED_COLUMN_NAME"
"mysql","phpmyadmin","pma__savedsearches","search_name","4","varchar","64","UNIQUE",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_coords","db_name","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_coords","table_name","2","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_coords","pdf_page_number","3","int",NULL,"PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_info","db_name","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_info","table_name","2","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_uiprefs","username","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_uiprefs","db_name","2","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_uiprefs","table_name","3","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","db_name","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","table_name","2","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","version","3","int",NULL,"PRIMARY KEY",NULL,NULL,NULL
"mysql","motobike","bikes","Model","2","text","65535",NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Year of prodaction","3","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Engine Volume","4","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Hourse Power","5","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Rent START","6","date",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Rent END","7","date",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","In Stock","8","tinyint",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Fuel Consumption","9","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Price per day","10","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","bikes","Order ID","11","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","contact_us","first_name","2","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","contact_us","last_name","3","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","contact_us","email","4","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","contact_us","phone","5","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","contact_us","message","6","text","65535",NULL,NULL,NULL,NULL
"mysql","motobike","reservation","Name","2","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","reservation","SurName","3","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","reservation","Birdhday","4","date",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","reservation","Email","5","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","reservation","Phone","6","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","reservation","RentSTART","7","date",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","reservation","STARTTime","8","time",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","reservation","RentEND","9","date",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","reservation","ENDTime","10","time",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","reservation","Coments","11","text","65535",NULL,NULL,NULL,NULL
"mysql","motobike","user","Name","2","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","SurName","3","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","Country","4","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","City","5","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","Street","6","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","Age","7","int",NULL,NULL,NULL,NULL,NULL
"mysql","motobike","user","Phone Number","8","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","Email","9","varchar","50",NULL,NULL,NULL,NULL
"mysql","motobike","user","Black List","10","tinyint",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__bookmark","dbase","2","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__bookmark","user","3","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__bookmark","label","4","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__bookmark","query","5","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__central_columns","col_type","3","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__central_columns","col_length","4","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__central_columns","col_collation","5","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__central_columns","col_isNull","6","tinyint",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__central_columns","col_extra","7","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__central_columns","col_default","8","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__column_info","comment","5","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__column_info","mimetype","6","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__column_info","transformation","7","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__column_info","transformation_options","8","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__column_info","input_transformation","9","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__column_info","input_transformation_options","10","varchar","255",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__designer_settings","settings_data","2","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__export_templates","template_data","5","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__favorite","tables","2","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__history","username","2","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__history","db","3","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__history","table","4","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__history","timevalue","5","timestamp",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__history","sqlquery","6","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__pdf_pages","db_name","1","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__pdf_pages","page_descr","3","varchar","50",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__recent","tables","2","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__relation","foreign_db","4","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__relation","foreign_table","5","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__relation","foreign_field","6","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__savedsearches","search_data","5","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_coords","x","4","float",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_coords","y","5","float",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_info","display_field","3","varchar","64",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_uiprefs","prefs","4","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__table_uiprefs","last_update","5","timestamp",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","date_created","4","datetime",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","date_updated","5","datetime",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__userconfig","username","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__usergroups","usergroup","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__usergroups","tab","2","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__usergroups","allowed","3","enum","1","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__users","username","1","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__users","usergroup","2","varchar","64","PRIMARY KEY",NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","schema_snapshot","6","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","schema_sql","7","text","65535",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","data_sql","8","longtext","4294967295",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","tracking","9","set","188",NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__tracking","tracking_active","10","int",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__userconfig","timevalue","2","timestamp",NULL,NULL,NULL,NULL,NULL
"mysql","phpmyadmin","pma__userconfig","config_data","3","text","65535",NULL,NULL,NULL,NULL
